character,jp_dialogue,en_dialogue,route,act,game
"
Marisa (Wolf)

","
人間よ、よく耐えた！

まもなく応援が来るぞ！
もうこっちが強者だ！

孤独な邪神にトドメを刺せ！

","
You've done well to survive this long, human!
Our reinforcements will arrive in seconds!
We are the strong ones now!
Land the finishing blow on this lonesome, wicked god!

",Marisa (Wolf),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Keiki Haniyasushin DEFEATED

",,Marisa (Wolf),Scenario,Wily_Beast_and_Weakest_Creature
"
","
千万無量の無念
 Infinity Make-work

","
Innumerable Regrets ~ Infinity Make-work

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
賽の河原

","
Sai no Kawara

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM:地蔵だけが知る哀嘆

","
BGM: The Lamentations Known Only by Jizo

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Eika Ebisu ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Eika Ebisu LEAVES

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
動物霊だらけね
でもこんなところで手こずっている

場合じゃないわ

","
Yep, there's beast spirits all over the place.
But I've got no time to waste floundering

around in some place like this.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
そこのお前！

","
Hey, you there!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Eika Ebisu ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
河原のアイドル水子
戎 瓔花

","
Stillborn Idol of the Riverbed
Eika Ebisu

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Eika

","
こんなところで暴れるから

積み石がみんな崩れちゃったよ

","
All the stones we were stacking fell over

because you were thrashing around!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
なんだって？
こんな河原で石を積んでいる

お前が悪いんだよ

","
What's that? You dare blame me?
It's YOUR fault for stacking pebbles

on the riverside, of all places!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Eika

","
こ、こいつ……！

","
Y-You...!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: ジェリーストーン

","
BGM: Jelly Stone

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Eika

","
石を積むことを馬鹿にしたなー！

許さん、死ねい！

","
How dare you mock the art of stone-stacking!

Unforgivable! Dieee!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Eika Ebisu DEFEATED

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Eika

","
ぐぐぐ……強い

","
Gugugu... So strong...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
喜びなさいよ
私が動物霊達を集めたから

思う存分に石が積めるのよ

","
You should feel honored.
Thanks to me gathering all the beast spirits,
 
you can stack stones to your heart's content.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Eika

","
お前が来てなければ

最初から石は積めてたんだ
今日の積み石コンテストは

台無しだわ！

","
We would've been stacking them from the

very beginning if you hadn't come along...
Today's stone-stacking contest

is completely ruined!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
御影石の赤子
 Cross the Styx

","
A Baby Carved from Granite ~ Cross the Styx

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
三途の河

","
Sanzu River

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: ロストリバー

","
BGM: Lost River

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Urumi Ushizaki ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Urumi Ushizaki LEAVES

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
いつになったら向こう岸に着くのかな

","
It's taking me forever to reach the other side...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
三途の河(こんなところ)に

生身の人間とは

","
I never thought I'd see a flesh and blood human

in the Sanzu River(a place like this).

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Urumi Ushizaki ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
凶暴な魚に引きずり込まれたいのか？

","
Are you looking to get dragged down by some savage fish?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
おお、丁度良いところに現れた
この河、無駄に広いんで

方角がわからなくなっちゃって

","
Ah, you showed up at the perfect time.
This river is so unnecessarily vast

that I lost track of where I'm going.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
古代魚の子連れ番人
牛崎 潤美

","
Parental Guardian of Ancient Fish
Urumi Ushizaki

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Urumi

","
私に道案内をさせようと

言うのか
……ふっふっふ、良いだろう

行き先は私が決めてやろう
幻想郷か？

それとも……

","
Are you saying you want
me to guide you?
...Heh heh heh. All right, fine.

But I'll choose the destination for you.
Would you rather return to Gensokyo?

Or perhaps...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: 石の赤子と水中の牛

","
BGM: The Stone Baby and the Submerged Bovine

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Urumi

","
やはりあの世に

送ってやろうか

","
Would you like me to send you

to the world beyond, after all?!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Urumi Ushizaki DEFEATED

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Urumi

","
おお、何という強さ

","
Whoa, that's some power all right.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
何があの世送りだって？
私が行きたいのは

あの世の先の地獄よ！

","
Sending me to the world beyond? Pah.
I'm going even further beyond that,

for your information! To Hell!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Urumi

","
地獄だって？
何と恐ろしいことを言う……

","
You wanna go to Hell?
What a frightenin' thing to say...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
地獄まで行く勇気の無い奴は

お呼びでないわ

","
I have no business with those who lack

the courage to go there. Begone.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
鬼渡の関所
 Lonely Amaryllis

","
Checkpoint of Oniwatari ~ Lonely Amaryllis

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
彼岸

","
Higan

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: 不朽の曼珠沙華

","
BGM: Everlasting Red Spider Lily

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Kutaka Niwatari ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
閻魔(えんま)様から話は聞いています
容赦無く、貴方を試しなさいってね！

","
I've heard about you from the Yama.
She told me to test you with no mercy!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Kutaka Niwatari EXITS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Kutaka Niwatari ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
地獄へ行こうとしている

だけありますね
中々の腕前でございます

","
Just as I'd expect from someone

trying to get to Hell.
You're quite skilled indeed.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
もしかして私を試しているの？

あんたは一体誰よ

","
Are you perhaps trying to test me?

Who are you, anyway?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
地獄関所の番頭神
庭渡 久侘歌

","
Clerical God of Hell's Checkpoint
Kutaka Niwatari

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
私は、久(く)侘(た)歌(か)

地獄の関所を見張っています
閻魔様は地獄に通しても良いと

言っていましたが
私は貴方が地獄に耐えられると

思っていないので……

","
I am Kutaka. I watch over

the border checkpoint of Hell.
The Yama did say that it's

okay to let you through...
But I don't believe you're ready
 
to go through Hell just yet.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
ふふふ、ふざけた真似を
この私が地獄に耐えられるかどうか

思う存分に試してみてから言って！

","
Hah hah. Ridiculous!
Who do you think I am? I can't deal with Hell?
 
Say that after you take a good stab at me!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
威勢は良いですね

さすが、地獄に行くと言うだけある

","
How very assertive.

I should expect as much from a potential Hell visitor.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: セラフィックチキン

","
BGM: Seraphic Chicken

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
では、お望み通り

存分に試してみましょう！

","
Very well. I'll test you to your

limits, just as you wish!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Kutaka Niwatari DEFEATED

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
お、お見事です
それだけの腕前があれば

地獄の鬼にも渡り合えるかも知れません

","
W-Well done.
With such skill, you may even be able

to compete with the oni in Hell.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
あら、ありがとう

最初から判っていた事を教えてくれて

","
My, how kind of you to tell me

something that I already knew.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
そうそう、思い出しました

貴方に一つ大切な忠告がありました
閻魔様曰く、貴方に憑依している

動物霊を信用しない方が良いそうです

","
Oh right, that reminds me.

I have one more important warning for you.
According to the Yama, it'd be unwise to

trust that beast spirit possessing you.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
え？

それはどういう事？

","
Huh?

What's that supposed to mean?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
さあ、どういう意味でしょうねぇ

私が聞いてもすぐに忘れてしまうので

","
I find myself wondering the same thing.

I forget things almost right away, you see...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
あ、あんた、その見た目……

もしや鳥頭だね？

","
Y-you know, now that I take a good look at you...

Are you literally a birdbrain?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Kutaka

","
ニワトリの神様ですからね

鳥頭は貴重な能力です
それでは地獄をお楽しみ下さい

","
Of course I am. I'm a chicken deity, after all.

Being birdbrained is a valuable trait of mine!
And with that, please enjoy your time in Hell.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
万苦の業風
 Darkside of Paradise

","
Karmic Wind of Myriad Sufferings ~ Darkside of Paradise

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
地獄 (詳細位置の特定不能)

","
Hell (Specific Location Unknown)

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: アンロケイテッドヘル

","
BGM: Unlocated Hell

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Yachie Kicchou ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
生身の人間ですね
地獄は絶望的に広いですよ
私が案内しましょう

","
Ah, a human of flesh and blood.
Hell is hopelessly large, you know?
Allow me to guide you.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Yachie Kicchou EXITS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Yachie Kicchou ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
よく付いて来られたね

","
You've done well to follow me.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
はあはあ
風が強すぎる……
でも、ようやく見つけた動物霊なんだから
逃すわけに行かないでしょ
私は地上を支配しようとする

動物霊を探して地獄(ここ)まできたの
その動物霊ってあんたなの？

","
Huff, huff...
This wind is way too strong...
But now that I've finally found you, beast spirit,
there's no way I'd let you escape.
I came down here to Hell in search of a beast spirit
who's plotting to take over the surface world.
Would that happen to be you?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
鬼傑組 組長
吉弔 八千慧

","
Matriarch of the Kiketsu Family
Yachie Kicchou

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
貴方は動物霊を征伐に来たのですね
でもあなたが倒すべき
動物霊がいる場所は……

","
Oh, you came here to subjugate the beast spirits?
Alas, I'm afraid that the beast
spirits you need to defeat...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: トータスドラゴン　～　幸運と不運

","
BGM: Tortoise Dragon ~ Good Fortune and Bad Fortune

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
地獄(ここ)ではないのです

","
Are not here in Hell.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
え？
そんなわけないでしょ
人を騙そうとしているね？

","
Huh?
No way.
You're just trying to trick me, aren't you?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
信じないというのなら良いですよ
この無限に広い地獄で永遠に
彷徨い続ければいい

","
If you don't believe me, then fine.
Feel free to wander forever in
Hell's infinitely vast space.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
あ、う
ちょっとだけ話を聞いてやろうかな？

","
Uh, er.
I guess I could hear you out just a little?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
ふふふ、では決まりですね
私に勝てたら
本当の敵の居場所を教えましょう

","
Heh heh. That settles it, then.
If you can beat me,
I'll tell you where your real enemy is.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Yachie Kicchou DEFEATED

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
す、素晴らしい
貴方のような人間なら大丈夫でしょう
では、倒すべき敵の下へ
貴方を案内します

","
W-wonderful!
With a human like you, everything should go just fine.
I will now guide you to the
enemy you must defeat.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
貴方は一体何者なの？

","
Who exactly are you?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
私は鬼傑組(きけつぐみ)の組長です

それ以上に説明が必要でしょうか？

","
I am the leader of the Kiketsu family.
Do you really need any further explanation?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
ん？　あれ？
そういえば疑問なんて
無かったような……

","
Huh? What the...?
Now that I think about it, I feel like
I never had any questions...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
そのはずです
貴方は動物霊の侵略を止めに
来ただけの人間です
私がその敵がいる場所を教えます
貴方の役目はそれを倒す事だけ
ですからね……

","
Precisely.
You're just the human who came
to stop the beast spirits' invasion.
I'm going to tell you where the enemy is.
Your role is simply to defeat said enemy.
Nothing more...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
早く敵の場所を教えてよ
何か急いで敵の下に行きたいからさ

","
Alright, then spit it out already.
I'm not quite sure why, but I want to get there in a hurry...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
動物霊は地獄のお隣にある
畜生(ちくしょう)界にいます
その畜生界の中心に
一際目立つ建造物があって
そこが敵の本拠地なのです

","
The beast spirits are in the Animal Realm,
located next door to Hell.
There's a particularly prominent structure
located in the center of the Animal Realm...
That's the enemy's main base.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
敵は畜生界の中心にいるのね！
最初からそれだけ
教えてくれれば良かったのに

","
So the enemy's in the center of the Animal Realm!
Yeesh, you could've just told
me that from the get-go.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Yachie

","
口先だけでないと信じているぞ
オオワシに選ばれし剛欲(ごうよく)の騎士よ！
さあ行け！

呪い極めた鬼形(きぎょう)の敵を滅せよ！

","
Warrior of Gouyoku[1], chosen by the eagles!
I trust that you're not just talk!
Now, go!
Destroy that demon-shaped enemy, cursed in extremity!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
畜生メトロポリス
 Beastly Dystopia

","
Tiryagyoni Metropolis ~ Beastly Dystopia

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
畜生界

","
Animal Realm

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: ビーストメトロポリス

","
BGM: Beast Metropolis

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Mayumi Joutougu ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Mayumi Joutougu EXITS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
ここが畜生界……
地獄とはまた異質の
息苦しさがあるわね
それで
畜生界の中心の建造物って
アレのことかしら……？

","
So this is the Animal Realm...
It feels just as suffocating as Hell,
but in a different sort of way.
So.
Is that the ""structure in the
center of the Animal Realm""...?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
人間？

","
A human?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Mayumi Joutougu ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
さっさと霊長園に戻らないと
飢えた畜生達に捕らわれるよ

","
You'd better get back to the Primate Spirit Garden post-haste,

or else you'll be captured by starving beasts.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
霊長園？
後ろの鍵穴みたいな奴かしら

","
The Primate Spirit Garden?
Would that be the big keyhole thing behind you?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
霊長園を知らないだって？

","
You don't know about the Primate Spirit Garden?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
埴輪兵長
杖刀偶　磨弓

","
Haniwa Lance Corporal
Mayumi Joutougu

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Mayumi

","
と言うかお前……
畜生界の人間霊じゃないな！
生身の人間だ！
どうやって、この究極の弱肉強食の
畜生界で生き延びてきた？

","
Actually, speaking of which...
You're not a human spirit from the Animal Realm!
You're a flesh-and-blood human!
How did you manage to survive in
such a dog-eat-dog place as this?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
私はここの住人じゃなくて
動物霊達を退治しに
地上からやって……
……
（くっ、意識が乗っ取られる！
……もしやオオワシ霊の仕業か！？）

","
For your information, I'm not from here.
I came from the surface world to
exterminate the beast spirits, and...
......
(Gah, something's taking over my mind!
...Is this the eagle spirit's doing?!)

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: セラミックスの杖刀人

","
BGM: Joutoujin of Ceramics

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
ふっふっふ
私は、お前達を破壊する為だけに
生身の人間を連れてきた！

","
Heh heh heh!
I brought a live human down here
just to destroy the lot of you!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Mayumi

","
貴様から感じる霊気……
まさか、オオワシ霊なのか？
生身の人間に頼るなんて
オオワシにそんな謙虚さがあるとは……

","
That aura I feel from you...
Could you be an eagle spirit?
To think that an eagle would be so humble
as to rely on a living human...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
この為だけにあのにっくき鬼傑組の
奴らと同盟を結んだのだ！
お前達、呪われし偶像どもから
人間霊(どれい)を解放する！
覚悟しろ！
弱肉強食こそ、畜生界の理(ことわり)だ！

","
For this sole reason, we formed an alliance
with that loathsome Kiketsu family!
I shall liberate the human spirits(slaves)
from you accursed idols!
Prepare yourself!
It's the law of the Animal Realm that the strong eat the weak!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Mayumi Joutougu DEFEATED

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Mayumi

","
つ、強い！生身の人間とは
この様な物だったのか……！
なんと恐ろしい策……！

","
S-so strong! So this is what
living humans are like...!
What a fearsome strategy...!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
（よし！
これならば勝てる！）
（ありがとう！
人間の巫女よ！）

","
(Yes!
I'll be sure to win at this rate!)
(You have my thanks,
human shrine maiden!)

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
……
意識が動物霊に乗っ取られている！？
一体何が起こって……

","
.....
The beast spirit's taking over my mind?!
What on earth is going on...?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
（私だ、オオワシ霊だ）
（貴方と私の二人ならば
畜生界を取り戻す事が出来る）
（そうすれば、地上への
動物霊の侵攻も止まるだろう）
（貴方にも悪くない話の筈だ）

","
(It's me. The eagle spirit.)
(With the two of us combined,
we can take back the Animal Realm!)
(If we do that, the beast spirits' invasion of
the surface will be sure to cease as well.)
(That should sound pretty good to you too, no?)

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Mayumi

","
これは埴輪兵士が作られてから
初めての緊急事態だわ！
早くみんなに知らせないと！

","
This is the first emergency situation we've had
since the Haniwa Soldiers were created!
I have to go alert everyone quick!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
私は一体何と戦っているのかしら
でも、この先から感じたことのない
不気味な宗教オーラを感じるわ！
行こう！
霊長園とやらに！

","
...What am I even fighting against right now?
Still, I can feel a creepy cult aura up ahead,
like nothing I've ever felt before!
Let's go!
We're off to that ""Primate Spirit Garden"" place!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
イドラデウス
 Idola-Deus

","
Deus ex Idola ~ Idola-Deus

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
霊長園 墳墓内部

","
Primate Spirit Garden - Tumulus Base Interior

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
BGM: エレクトリックヘリテージ

","
BGM: Electric Heritage

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Mayumi Joutougu ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Mayumi

","
生身の人間がこんなに
強い生き物だなんて！
夢のような現実だわ！

","
To think that living humans
were such strong creatures!
Everything feels like a dream!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Mayumi Joutougu DEFEATED

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
気持ち悪いところねぇ
お目当ての敵は何処に居るの？
私に取り憑いているオオワシ霊さん

","
Man, it's gross in here.
So, oh eagle spirit possessing me,
where's the enemy we're searching for?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
（……）
（これがあの霊長園の内部か……）
（人工物ばかりになって……
美しい自然は何処に！）

","
(....)
(This is the interior of the Garden...?)
(It's filled with man-made material now...!
What happened to the beautiful nature?!)

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
Keiki Haniyasushin ENTERS

",,Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
???

","
来客とは珍しい
もう私達に敵う者などいないと
悲しんでいたのに……

","
A guest? How rare.
And here, I had almost shed a tear at the fact
that nobody was left to fight against us...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
出てきたか
畜生の理を破りし破壊神！
埴安神 袿姫(はにやすしん　けいき)！
お前の天下はもう終わりだ

","
So there you are, eh?
The god of destruction who defies the law of beasts!
Keiki Haniyasushin!
Your reign ends here!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
","
孤立無援が誂えた造形神
埴安神　袿姫

","
The Sculptor God Crafted by Utter Isolation
Keiki Haniyasushin

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Keiki

","
破壊神だって？
酷いわねぇ
この食うか食われるかの畜生界で
私ほど物を生み出している者もいないわよ

","
God of destruction?
Talk about rude.
In this eat-or-be-eaten Animal Realm,
there's nobody else who's created as much as I have.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
あのー、えっと
貴方は何者なの？

","
Hey, uh.
Who are you, exactly?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Keiki

","
へっ？
さっきは私を知っているような素振りを……
……って、もしかしてお前
人間！？

","
Huh?
You were acting like you knew me a second ago...
...Wait, are you a human?!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
そうよ、人間よ
動物霊達を退治しようと思っていたら
こんなところまで来ちゃった

","
Yep, I'm human!
I thought I'd go exterminate the beast spirits,
but somehow I wound up here.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
貴方は黙ってて！
今は目の前の邪神を倒す
チャンスなんだぞ
今だけは、このオオワシ様が
博麗霊夢になる！

","
Silence, you!
This is my chance to defeat the
wicked god standing before us.
For just this moment, I, the mighty eagle,
shall be Reimu Hakurei!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Keiki

","
なる程……取り憑いて
人間をここまで連れてきたのか
でも、何も知らない愚かな
人間を騙して連れてきて
一体、何になると思っているの？
オオワシ霊さん

","
I see... you possessed a human
and brought them all the way here.
But what exactly do you
hope to accomplish...
By tricking and dragging along some foolish human who

doesn't know anything? Care to answer, eagle spirit?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
……

","
......

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Keiki

","
お前は、剛欲(ごうよく)同盟だっけ？
プライドだけ高くて
実力は他に劣る事で有名な……

","
You're from the Gouyoku Alliance, right?
Famous for being ridiculously prideful, but
lacking in capabilities in every other area...

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu (Eagle)

","
ふん、しかしお前を倒せば
畜生界一の座を奪えるさ
生身の人間が苦手だって聞いたぞ！
さあ、勝負しろ！

","
Hmph. But if I defeat you,
I can steal the Animal Realm's top seat!
I heard that you're weak against living humans, too!
Now, have at thee!

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Keiki

","
ふっふっふ
人間よ
動物霊に騙されるな

","
Heh heh heh.
You there, human.
Don't let this beast spirit deceive you.

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Reimu

","
えっ？

","
Huh?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
"
Keiki

","
私は畜生どもから
人間霊を守る造形神(イドラデウス)よ
人間同士戦う必要なんてない
そう思わないかい？

","
I am the sculptor god(Idola Deus) who protects the
human spirits from those foul beasts.
There's no need for fellow humans to fight each other.
Don't you agree?

",Reimu (Eagle),Scenario,Wily_Beast_and_Weakest_Creature
