character,jp_dialogue,en_dialogue,route,act,game
<fix123>Kutaka<fix123><fix123>,<fix123>随分と弱気ですね<fix123><fix123>でもそれは危険かも知れないです<fix123>地獄の霊達は、心の隙間を<fix123><fix123>狙ってきます<fix123>不安があるとそこに付け込む<fix123><fix123>霊が現れるかも知れません<fix123>すでに貴方にも取り込んでいる<fix123><fix123>霊がいる様ですが……<fix123><fix123>,"<fix123>Your will is quite weak...<fix123><fix123>But that may prove dangerous.<fix123>The spirits of Hell will try to crawl into<fix123><fix123>your heart wherever there's an opening.<fix123>If you're anxious, there's sure to be a spirit<fix123><fix123>that'll take advantage of that weakness.<fix123>Although it seems that one such spirit<fix123><fix123>is already present inside you...<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>万苦の業風<fix123> Darkside of Paradise<fix123><fix123>,<fix123>Karmic Wind of Myriad Sufferings ~ Darkside of Paradise<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>地獄 (詳細位置の特定不能)<fix123><fix123>,<fix123>Hell (Specific Location Unknown)<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>BGM: アンロケイテッドヘル<fix123><fix123>,<fix123>BGM: Unlocated Hell<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Yachie Kicchou ENTERS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>???<fix123><fix123>,<fix123>生身の人間ですね<fix123>地獄は絶望的に広いですよ<fix123>私が案内しましょう<fix123><fix123>,"<fix123>Ah, a human of flesh and blood.<fix123>Hell is hopelessly large, you know?<fix123>Allow me to guide you.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Yachie Kicchou EXITS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Yachie Kicchou ENTERS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>???<fix123><fix123>,<fix123>よく付いて来られたね<fix123><fix123>,<fix123>You've done well to follow me.<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>はあはあ<fix123>やっぱり本物の業風は息が詰まるわ<fix123>まさに地獄<fix123>ところで貴方は誰？<fix123>地獄の鬼では無さそうねぇ<fix123><fix123>,"<fix123>Huff, huff...<fix123>Real karmic winds really feel suffocating huh.<fix123><fix123>That's Hell for you.<fix123>By the way, who are you?<fix123>You don't seem to be one of Hell's oni.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>BGM: トータスドラゴン　～　幸運と不運<fix123><fix123>,<fix123>BGM: Tortoise Dragon ~ Good Fortune and Bad Fortune<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>鬼傑組 組長<fix123>吉弔 八千慧<fix123><fix123>,<fix123>Matriarch of the Kiketsu Family<fix123>Yachie Kicchou<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>私は鬼傑組(きけつぐみ)の組長<fix123><fix123>吉弔(きっちょう)八千慧(やちえ)である<fix123><fix123>,"<fix123>I am the leader of the Kiketsu family,<fix123>Yachie Kicchou.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>鬼傑組というのは……<fix123><fix123>あの精鋭部隊の揃った鬼傑組ですね！<fix123><fix123>,"<fix123>The Kiketsu family......<fix123><fix123>Ah, the one that formed the elite unit!<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>（えっ？　鬼傑組なんて聞いたことが<fix123><fix123>無いけど、私、何を言っているの？）<fix123><fix123>,"<fix123>(Huh? I've never heard of the Kiketsu family,<fix123><fix123>so what am I saying?)<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>やめなさい<fix123><fix123>それ以上お前が出しゃばるとボロが出る<fix123>まずは名を名乗りなさい<fix123><fix123>,"<fix123>Stop.<fix123><fix123>Run your mouth any more and we will be exposed.<fix123>So first, give me your name.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>失礼しました<fix123><fix123>私は魂魄妖夢です<fix123>地上侵略している動物霊の調査で<fix123><fix123>冥界の白玉楼から来ました<fix123><fix123>,<fix123>Pardon my manners.<fix123><fix123>I am Youmu Konpaku.<fix123>I came from Hakugyokurou in the Netherworld<fix123><fix123>in order to investigate the animal spirits invading the surface.<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>貴方の敵となる動物霊は<fix123><fix123>地獄(ここ)にはいません<fix123><fix123>,"<fix123>The beast spirit you see as your enemy,<fix123>is not here in Hell.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>え？<fix123>そう、なんですか？<fix123><fix123>,<fix123>Huh?<fix123>Is... that the case?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>私が本当の敵の居場所を教えましょう<fix123><fix123>付いて来なさい！<fix123><fix123>,<fix123>Allow me to tell you where your true enemy is!<fix123><fix123>Follow me!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Yachie Kicchou DEFEATED<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>素晴らしい腕前です<fix123><fix123>貴方のような人間なら大丈夫でしょう<fix123>では、倒すべき敵の下へ<fix123>貴方を案内します<fix123><fix123>,"<fix123>What wonderful skill.<fix123><fix123>With a human like you, everything should go just fine.<fix123>Now then, allow me to guide<fix123><fix123>you to the enemy.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>有難うございます<fix123><fix123>そのお言葉をお待ちしておりました<fix123><fix123>,"<fix123>Why, thank you.<fix123>I've been waiting so long to hear such kind words.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>（えっ！？）<fix123>（何で私が初対面の相手に<fix123><fix123>こんなにへりくだっているのかしら）<fix123><fix123>,<fix123>(Huh!?)<fix123>(I wonder why I'm being so humble<fix123><fix123>to a person I haven't met before?)<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>私が敵がいる場所を教えます<fix123>貴方の役目はそれを倒す事だけ<fix123><fix123>ですからね……<fix123>動物霊は地獄のお隣にある<fix123><fix123>畜生(ちくしょう)界にいます<fix123>その畜生界の中心に<fix123><fix123>一際目立つ建造物があって<fix123>そこが敵の本拠地なのです<fix123><fix123>,"<fix123>I'm going to tell you where the enemy is.<fix123>Your role is simply to defeat said enemy.<fix123>Nothing more...<fix123>The beast spirits are in the Animal Realm,<fix123><fix123>located next door to Hell.<fix123>There's a particularly prominent structure<fix123><fix123>located in the center of the Animal Realm...<fix123>That's the enemy's main base.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>りょ、了解しました<fix123>必ずや、倒して見せます<fix123><fix123>,"<fix123>U-Understood.<fix123>By all means, I'll be sure to defeat them.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Yachie<fix123><fix123>,<fix123>カワウソに選ばれし伏兵よ！<fix123><fix123>鬼傑組の鉄の掟を思い出せ！<fix123>搦手(からめて)こそが最短最良だ！<fix123><fix123>呪い極めた鬼形(きぎょう)の敵を滅せよ！<fix123><fix123>,"<fix123>Oh sneak attacker, chosen by the otters!<fix123><fix123>Remember the iron-clad law of the Kiketsu family!<fix123>There is no route swifter or more effective than the rear!<fix123><fix123>Destroy that demon-shaped enemy, cursed in extremity!<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>畜生メトロポリス<fix123> Beastly Dystopia<fix123><fix123>,<fix123>Tiragyoni Metropolis ~ Beastly Dystopia<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>畜生界<fix123><fix123>,<fix123>Animal Realm<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>BGM: ビーストメトロポリス<fix123><fix123>,<fix123>BGM: Beast Metropolis<fix123><fix123><fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Mayumi Joutougu ENTERS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Mayumi Joutougu EXITS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>畜生界は都会だって<fix123><fix123>聞いてたけど<fix123>想像以上だったわ<fix123>目の前に見える鍵穴みたいなのが<fix123><fix123>目的地なのかなぁ<fix123><fix123>,"<fix123>I've heard that the<fix123><fix123>Animal Realm is a city,<fix123>but this is way more than what I had in mind.<fix123>I wonder if that keyhole-shaped thing<fix123><fix123>in front of me is my destination.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Mayumi Joutougu ENTERS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>???<fix123><fix123>,<fix123>人間？<fix123>さっさと霊長園に戻らないと<fix123><fix123>飢えた畜生達に捕らわれるよ<fix123><fix123>,"<fix123>A human?<fix123>You'd better get back to the Primate Spirit Garden post-haste,<fix123><fix123>or else you'll be captured by starving beasts.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>霊長園？<fix123>そこの池に囲まれた森かしら？<fix123><fix123>,<fix123>The Primate Spirit Garden?<fix123>Is that the forest surrounded by the lake there?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>???<fix123><fix123>,<fix123>霊長園を知らないだって？<fix123><fix123>,<fix123>You don't know about the Primate Spirit Garden?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>埴輪兵長<fix123>杖刀偶　磨弓<fix123><fix123>,<fix123>Haniwa Lance Corporal<fix123>Mayumi Joutougu<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Mayumi<fix123><fix123>,<fix123>と言うかお前……<fix123>畜生界の人間霊じゃないな！<fix123><fix123>何者だ？<fix123><fix123>,"<fix123>Actually, speaking of which...<fix123>You're not a human spirit from the Animal Realm!<fix123><fix123>Who are you?<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>私は冥界の住人よ<fix123>動物霊達を退治しに<fix123><fix123>地上からやってきたの……<fix123>……<fix123>（えっ、身体が動かないわ！？<fix123><fix123>……まさかカワウソ霊の仕業！？）<fix123><fix123>,"<fix123>I'm a resident of the Netherworld,<fix123>I came here from the surface to exterminate<fix123><fix123>the animal spirits, and......<fix123>......<fix123>(Huh? My body isn't moving!?<fix123><fix123>......Is this the otter spirit's doing!?)<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>BGM: セラミックスの杖刀人<fix123><fix123>,<fix123>BGM: Joutounin of Ceramics<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>ふっふっふ<fix123>私は、お前達を破壊する為だけに<fix123><fix123>生身の人間を連れてきた！<fix123><fix123>,<fix123>Heh heh heh!<fix123>I brought a live human down here<fix123>just to destroy the lot of you!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Mayumi<fix123><fix123>,<fix123>貴様から感じる霊気……<fix123><fix123>まさか、カワウソ霊なのか？<fix123><fix123>,<fix123>This aura I'm sensing from you......<fix123><fix123>Could you be an otter spirit?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>そうだ、我ら鬼傑組の<fix123><fix123>必殺搦手の作戦を喰らえ！<fix123><fix123>,"<fix123>That's right! Now, face the elite<fix123><fix123>underhanded tactics of the Kiketsu Family!<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Mayumi<fix123><fix123>,<fix123>そうか、鬼傑組の吉弔の手先なのね<fix123><fix123>,"<fix123>Ah, I see. You're an agent of Kicchou, from the Kiketsu Family.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>お前達、呪われし偶像どもから<fix123><fix123>人間霊(どうぐ)を解放する！<fix123>覚悟しろ！<fix123><fix123>弱肉強食こそ、畜生界の理(ことわり)だ！<fix123><fix123>,<fix123>We shall liberate the human spirits(tools)<fix123><fix123>from you accursed idols!<fix123>Prepare yourself!<fix123>It is the law of the Animal Realm that the strong eat the weak!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Mayumi Joutougu DEFEATED<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Mayumi<fix123><fix123>,<fix123>つ、強い！<fix123><fix123>畜生界の人間霊とは訳が違う……！<fix123>なんと恐ろしい策……！<fix123><fix123>,<fix123>S-So strong! Completely different from a<fix123>human spirit of the Animal Realm...! <fix123>What a fearsome strategy...!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>（よし！<fix123><fix123>これならば勝てる！）<fix123>（ありがとう！<fix123><fix123>冥界の剣士よ！）<fix123><fix123>,"<fix123>(Yes!<fix123>I'll be sure to win at this rate!)<fix123>(You have my thanks,<fix123>swordswoman of the Netherworld!)<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>……<fix123>不覚、まさかこの私が<fix123><fix123>カワウソ霊に乗っ取られるとは……<fix123><fix123>,<fix123>...<fix123>How careless of me. To think that I would be<fix123><fix123>taken over by the otter spirit......<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>（私だ、カワウソ霊だ<fix123><fix123>改めて礼を言う、ありがとう）<fix123>（貴方のお陰で偶像を<fix123><fix123>破壊できそうだ）<fix123>（でも、あと少しだけ<fix123><fix123>協力して欲しい）<fix123>（偶像を破壊すれば<fix123><fix123>畜生界は動物霊の支配に戻る）<fix123>（そうすれば、地上への<fix123><fix123>動物霊の侵攻も止まるだろう）<fix123>（貴方と目的は一致している筈だ<fix123><fix123>協力して打ち勝とう！）<fix123><fix123>,"<fix123>(It's me, the otter spirit.<fix123>Once again, thank you.)<fix123>(With your help, we'll be able<fix123>to destroy those idols!)<fix123>(But I need your cooperation<fix123>for just a little longer.)<fix123>(Once the idols are destroyed, we beast spirits<fix123>will take back control of the Animal Realm.)<fix123>(If we do that, the beast spirits' invasion of<fix123>the surface will be sure to cease as well.)<fix123>(That means we have the same goal, right?<fix123>Let's join forces and take them down!)<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Mayumi<fix123><fix123>,<fix123>これは埴輪兵士が作られてから<fix123><fix123>初めての緊急事態だわ！<fix123>早くみんなに知らせないと！<fix123><fix123>,<fix123>This is the first emergency situation we've had<fix123><fix123>since the Haniwa Soldiers were created!<fix123>I have to go alert everyone quick!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>話は判ったわ<fix123>私もさっきの奴が悪いと思う<fix123><fix123>何でか判らないけど<fix123>さあ、悪を斬りに行くよ<fix123><fix123>霊長園とやらに！<fix123><fix123>,"<fix123>Got it.<fix123>I also think the lady back there was the bad guy,<fix123><fix123>although I'm not sure why I think so.<fix123>Now, let's go cut up this evil!<fix123><fix123>To the Spirit Garden or whatever!<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>イドラデウス<fix123> Idola-Deus<fix123><fix123>,<fix123>Deus ex Idola ~ Idola-Deus<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>霊長園 墳墓内部<fix123><fix123>,<fix123>Primate Spirit Garden - Tumulus Base Interior<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>BGM: エレクトリックヘリテージ<fix123><fix123>,<fix123>BGM: Electric Heritage<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Mayumi Joutougu ENTERS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Mayumi<fix123><fix123>,<fix123>生身の人間がこんなに<fix123><fix123>強い生き物だなんて！<fix123>夢のような現実だわ！<fix123><fix123>,<fix123>To think that living humans<fix123>were such strong creatures!<fix123>Everything feels like a dream!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Mayumi Joutougu DEFEATED<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>見たことも無い世界だわ<fix123>あの外見からは想像も付かない内部ね<fix123>ここの何処かに敵がいるのよね？<fix123><fix123>カワウソ霊さん？<fix123><fix123>,"<fix123>It's a world I've never seen before.<fix123>You wouldn't think it'd look like this from the outside.<fix123>So our enemy's somewhere in here,<fix123>right, otter spirit?<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>（……）<fix123>（霊長園と言えば<fix123><fix123>畜生界一美しい庭園だったのに……）<fix123>（噂には聞いていたが酷い有様だ）<fix123><fix123>,"<fix123>(...)<fix123>(This was always the most beautiful<fix123>garden in the entire Animal Realm...)<fix123>(I'd heard the rumors, sure,<fix123>but this really is atrocious.)<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>Keiki Haniyasushin ENTERS<fix123><fix123>,,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>???<fix123><fix123>,<fix123>来客とは珍しい<fix123>もう私達に敵う者などいないと<fix123><fix123>悲しんでいたのに……<fix123><fix123>,"<fix123>A guest? How rare.<fix123>And here, I had almost shed a tear at the fact<fix123><fix123>that nobody was left to fight against us...<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>ついに見つけたぞ！<fix123>畜生の理を破りし破壊神！<fix123><fix123>埴安神 袿姫(はにやすしん　けいき)！<fix123>お前の野望も潰えるときがきたぞ！<fix123><fix123>,<fix123>I've finally found you!<fix123>God of destruction that defies the law of beasts!<fix123><fix123>Keiki Haniyasushin!<fix123>The time where your ambitions crumble has come!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>孤立無援が誂えた造形神<fix123>埴安神　袿姫<fix123><fix123>,<fix123>The Sculptor God Crafted by Utter Isolation<fix123>Keiki Haniyasushin<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>良いわねぇ<fix123><fix123>やっぱり動物は活きが良くないとね<fix123>お前から鬼傑組特有の<fix123><fix123>生臭い匂いがするわ<fix123><fix123>,"<fix123>Oh, that's good to hear. Animals ought<fix123>to be nice and lively, after all!<fix123>I can smell that particular fishy scent<fix123>of the Kiketsu family coming off of you.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>……！？<fix123><fix123>,<fix123>......!?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>でも、見た目は人間みたいだけど……<fix123><fix123>一体、どういう卑怯な策を持ってきたのかしら<fix123><fix123>,"<fix123>But you look like a human, though...<fix123><fix123>Just what kind of cowardly scheme did you come up with?<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>見た目は人間だけど<fix123><fix123>半分は幽霊です<fix123><fix123>,"<fix123>I might look like a human,<fix123><fix123>but half of me's a phantom.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>なる程ね、人間に取り憑いて<fix123><fix123>騙して連れてきたのね<fix123><fix123>,"<fix123>I see. You possessed a human,<fix123><fix123>and tricked them into coming here.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>いやその、私は冥界の住人で<fix123><fix123>元々半分幽霊なのですが<fix123><fix123>,"<fix123>Umm, I'm a resident of the Netherworld,<fix123><fix123>so I've always been half-phantom.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>鬼傑組の……お前はカワウソ霊かな？<fix123><fix123>人間を連れてきたからといって、それが何？<fix123><fix123>,"<fix123>Kiketsu family's... otter spirit, I believe?<fix123><fix123>You say you brought a human here. What about it?<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>（……生身の人間を恐れない！？）<fix123>（吉弔様ー！<fix123><fix123>話が違うじゃないのー！）<fix123><fix123>,<fix123>(...She's not afraid of a live human?!)<fix123>(Lady Kichoooou!<fix123>This isn't what you said would happen!)<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>ふっふっふ<fix123>冥界の住人よ<fix123><fix123>動物霊に騙されるな<fix123><fix123>,<fix123>Heh heh heh.<fix123>Resident of the Netherworld.<fix123>Don't let this beast spirit deceive you.<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>えっ？<fix123><fix123>,<fix123>Huh?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>私は畜生どもから<fix123><fix123>人間霊を守る造形神(イドラデウス)よ<fix123>動物霊達は霊長園を奪う為に<fix123><fix123>お前を騙している<fix123><fix123>,<fix123>I am the sculptor god(Idola Deus) who protects the<fix123>human spirits from those foul beasts.<fix123>The animal spirits tricked you in order to<fix123>take away the Primate Spirit Garden!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>え？<fix123><fix123>何だって？<fix123><fix123>,<fix123>Huh?<fix123><fix123>What?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>騙されるな、冥界の剣士よ<fix123>こいつは人間霊から信仰を<fix123><fix123>吸い上げるだけの邪神だ！<fix123>こいつは動物の敵であり、人間の敵だ）<fix123><fix123>,"<fix123>Don't be fooled, swordswoman of the Netherworld!<fix123>She's a wicked god who only sucks up<fix123>faith from the human spirits!<fix123>She's an enemy of beasts and humans both!<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>や、やっぱりそうよねぇ<fix123>ここまで来たら動物霊を<fix123><fix123>信じないとおかしくなっちゃう<fix123><fix123>,"<fix123>Y-Yeah, I thought so.<fix123>I'd be crazy if I start doubting<fix123>the animal spirit after having come this far.<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>カワウソが本当のことを<fix123><fix123>言っていると思う？<fix123><fix123>,<fix123>Do you truly think the<fix123><fix123>otter is telling the truth?<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu<fix123><fix123>,<fix123>そ、そりゃそうね<fix123><fix123>カワウソ霊！　もう騙されないぞ<fix123><fix123>,"<fix123>W-Well, I dunno...<fix123><fix123>Otter spirit! Tell me the truth! I won't be fooled any longer!<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>なんて優柔不断な奴だ……<fix123><fix123>,<fix123>What a wishy-washy fellow......<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Keiki<fix123><fix123>,<fix123>ほんと、優柔不断なのは損よねぇ<fix123><fix123>一生後悔するわ……<fix123><fix123>,"<fix123>Truly, I hate indecisiveness.<fix123><fix123>You'll regret this for the rest of your life...<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>（し、しまった！<fix123><fix123>この会話は罠だ、人間！）<fix123>（こいつの造形術が来る！<fix123><fix123>動物霊達(われわれ)は、皆これにやられたんだ！）<fix123><fix123>,"<fix123>(O-Oh no!<fix123>This conversation was a trap, human!)<fix123>(She's about to unleash her sculpting arts!<fix123><fix123>Every last one of us beast spirits was defeated by them!)<fix123><fix123>",Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>,<fix123>BGM: 偶像に世界を委ねて　～ Idoratrize World<fix123><fix123>,<fix123>BGM: Entrusting this World to Idols ~ Idolatrize World<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
<fix123>Youmu (Otter)<fix123><fix123>,<fix123>一旦退却だ！<fix123><fix123>逃げろ！<fix123><fix123>,<fix123>We must retreat for now!<fix123>RUN!<fix123><fix123>,Youmu (Otter),Scenario,Wily_Beast_and_Weakest_Creature
