"CHARACTER","EN_DIALOGUE","ROUTE","ACT","GAME"
"Youmu","""Oh, what a place to see vengeful spirits!""","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"Eirin","""Vengeful spirits?""","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"Yuyuko","""Not just the dead - it seems she's seeing the souls
 of living people.""
","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"Youmu","""And to see them so long and red.""","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"Eirin","""Oh, she has terribly red eyes.
","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"Eirin","""Scarlet eyes, eyes of madness. They won't recover by leaving them alone.""","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"Eirin","""Let's prepare medicine and try to fix this gradually.
 In the meantime, do not look directly at the moon.""
","Youmu_and_Yuyuko","Endings","Imperishable_Night"
"???","
The tengu from before?

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Uh, sure...

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Aya","
Last time you escaped thanks to your cowardly trap,

but this time you won't get away.

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
I won't get away?

What are you saying? Aren't YOU the one who fled?
After I had you return the power on your back,

you were rendered completely helpless.
That's when you entered the door on your back

and returned to your own world.
You're the one who ran.

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Aya","
...I had a slight suspicion that might be the case.
I should have been fighting you, but before I knew it

I was back in Gensokyo.
All the seasonal magic I'd gathered

was taken by you and forcibly released.
And that itself was a trap to forcibly eject me.

I should've known!

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Indeed, and that's why you'll never win!

No matter how many times you try, you'll meet the same end.

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Aya","
Hmph. Did you really think that, having figured all

that out, I'd charge back in here without a plan?

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Oh?

A plan, you say?

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Aya","
Take a look at my back!

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Oho... I see!

You came here with the power of the gap between seasons?

","Aya","Extra","Hidden_Star_in_Four_Seasons"
"Sanae","""Yes, absolutely true.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""Even so,
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","why did the Lunarians ask for your help?""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""It's probably because I'm strong.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""It's because they had an enemy they couldn't approach themselves.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""This Sagume... could she be...?""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Someone you know? She was quite odd.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""Well, if she is the Sagume, then the Lunarians are the heavenly gods'...""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""You can't even dodge that?!
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","Run a lap around the lake!""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Yes! I'm going!""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""Too slow!
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","Get ready for the next danmaku set!""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Huff huff~ Please let me rest for a bit.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""That attitude is why you're no match for the Lunarians!
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","You wanna come back all beat up like last time?!""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""No, I don't, but...""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""We don't live in an era where sports teams and the like can win with willpower alone...""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""You don't get it!
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","The fact that it's not that era is what makes it so valuable!""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""Danmaku is all about guts!
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","If you can't dodge it, then you don't have enough guts! Understand?!""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Yeah...""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""We have the result of the analysis.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""How was it?""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Huff huff huff~ Analysis?""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""The analysis of the `Ultramarine Orb Elixir,? of course.
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","While Sanae was on the Moon, we were looking into it.""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Oh, so that's why I had to go to the Moon without it.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""Looks like that was the right decision though.
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","It's likely that this potion had a strong side effect.""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""Ho-ho, what side effect?""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""While you're experiencing the future, an effect that purifies the past can also be observed.
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","If you were to use it on the ancient, native gods...""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Kanako","""It'd be an instant kill.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""Yes, this potion has a strong influence on the living Earth creatures.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Sanae","""Eh? So if I used it, I'd be dangerous?""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""Well, nothing deadly would've happened.""","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","""Well... it wouldn't have been deadly, probably, but all your
impurities might be washed away, leaving you as a clean human.""
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Suwako","and to save the entire Lunar Capital.
","Sanae","Endings","Legacy_of_Lunatic_Kingdom"
"Futo","""That is right. It certainly is. Now keep at it!""","Sanae","Endings","Ten_Desires"
"Sanae","""Is this really what Tao training is like?""","Sanae","Endings","Ten_Desires"
"Sanae","""My, Prince Shoutoku?!
","Sanae","Endings","Ten_Desires"
"Sanae","That's a bit more of an opponent than I can manage!""
","Sanae","Endings","Ten_Desires"
"Sanae","""Uh, let's see... In ancient Japan, there were two opposing clans:
The house of Mononobe ? which followed Shinto ? and the Soga ?

who brought Buddhism from the continent and actively spread it.""
","Sanae","Endings","Ten_Desires"
"Sanae","""Mononobe no Moriya desecrated the Buddha, which brought a divine curse upon the imperial family.
","Sanae","Endings","Ten_Desires"
"Sanae","For this reason Soga no Umako destroyed Moriya,
and the Mononobe clan collapsed.""
","Sanae","Endings","Ten_Desires"
"Sanae","""And Prince Umayado was involved in the battle, too...""
","Sanae","Endings","Ten_Desires"
"Sanae","Hm, there's certainly more to this. Especially the `curse? part.
","Sanae","Endings","Ten_Desires"
"Sanae","Maybe I'll ask those girls more about it later...""
","Sanae","Endings","Ten_Desires"
"Suwako's voice","""Sanaeee! You need to get cooking!""","Sanae","Endings","Ten_Desires"
"Sanae","""Yes, I'll be right theeere!""","Sanae","Endings","Ten_Desires"
"Sanae","""Huh? This is an old Y10,000 bill...""","Sanae","Endings","Ten_Desires"
"Sanae","""...What on earth?!
","Sanae","Endings","Ten_Desires"
"Sanae","This bearded face is Prince Shoutoku? H-Huh?""
","Sanae","Endings","Ten_Desires"
"Sanae","""Y-Yes, that's right. Of course he's bearded.
","Sanae","Endings","Ten_Desires"
"Sanae","Well then, surely they're different people.
","Sanae","Endings","Ten_Desires"
"Sanae","I wonder what on earth those girls were, then...?""
","Sanae","Endings","Ten_Desires"
"Suwako's voice","""Gim-me food! Gim-me food!""","Sanae","Endings","Ten_Desires"
"Sanae","""Right, right...""","Sanae","Endings","Ten_Desires"
"Sanae","""Hi-yah!""","Sanae","Endings","Ten_Desires"
"Futo","""Nice shout!""","Sanae","Endings","Ten_Desires"
"Sanae","""Horyah!""","Sanae","Endings","Ten_Desires"
"Futo","""You've got it!""","Sanae","Endings","Ten_Desires"
"Sanae","""Rasseraaah!""
","Sanae","Endings","Ten_Desires"
"Futo","""Rasserah!""","Sanae","Endings","Ten_Desires"
"Sanae","""Right!""","Sanae","Endings","Ten_Desires"
"Sanae","It is under these conditions that it's possible to completely disown an item.""
","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""I get it. Hence, the festival.""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""That's good--!
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","That's a ridiculous idea!""
","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""Ri- ridiculous!?""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""The market can only be opened under extraordinary conditions.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Well then, let's go home.""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Ah, yes.""","Sanae","Endings","Unconnected_Marketeers"
"Aya","""Extra--! Extra--!
","Sanae","Endings","Unconnected_Marketeers"
"Aya","A human was stranded on the Youkai Mountain!""
","Sanae","Endings","Unconnected_Marketeers"
"Aya","It was Sanae Kochiya from the Moriya Shrine--!
","Sanae","Endings","Unconnected_Marketeers"
"Aya","She was stranded due to sustaining too many wounds from danmaku--!
","Sanae","Endings","Unconnected_Marketeers"
"Aya","Was this the work of some youkai who aren't satisfied with how the Moriya Shrine does things?""
","Sanae","Endings","Unconnected_Marketeers"
"Megumu","""Heh, heh, heh.""","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""Hahaha.""","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""What are those two talking about?""","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","""Well, it's a business matter, isn't it?""","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""I have no idea what they're saying.""","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","""Eh, that's surprising.
","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","Even though you're the maiden of that shrine.""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""What do you mean by...""","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","""It's a well-known fact that the god here loves
to jump on the bandwagon when others are profiting.""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Oh, I see. I can imagine that.""","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","""And if you share a little of the riches with her,
she'll just sit back and overlook what you're doing.
","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","That's what Miss Iizunamaru said.
","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","Oops, that's a secret, okay?""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Hmmm.""","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","""Well, frankly speaking...
","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","It does help keep things peaceful around this youkai mountain.
","Sanae","Endings","Unconnected_Marketeers"
"Tsukasa","Hahaha.""
","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""This talk is over.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""That's right. You've got a great understanding of the market.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Just as you'd expect from such an ancient person.""
","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""Don't call me an ancient person. I'm a god.""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""Oh, pardon my little joke.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Well then, the matter of the next festival is decided.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","How exciting--""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Um, what were you talking about with Miss Kanako?""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""Oh, weren't you listening?
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","The next market will be held at your own shrine.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Won't you look forward to it?""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Ah, I see?""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""The god at your place.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","To say the least, she's a truly wild one.""
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""Cutting down a tree on the edge of a cliff,
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Then bartering while running away.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Just the thought of it can form a market!""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Aha... I see...?""","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""By the way, about those ability cards...""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""Ability cards are just one of many products.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","A rather amusing and collectible one.""
","Sanae","Endings","Unconnected_Marketeers"
"Sanae","""Amusing... is it?""","Sanae","Endings","Unconnected_Marketeers"
"Chimata","""Something both fun to collect and sell.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Together with Iizunamaru, we made such a product.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","I'm sure it'll be a hit in the upcoming market.
","Sanae","Endings","Unconnected_Marketeers"
"Chimata","Didn't you enjoy them too?""
","Sanae","Endings","Unconnected_Marketeers"
"Megumu","""...Well, of course.""","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""...Really? But this is...""","Sanae","Endings","Unconnected_Marketeers"
"Megumu","""...But, in terms of compliance...""","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""...If you think about it from a macro perspective...""","Sanae","Endings","Unconnected_Marketeers"
"Megumu","""...Then the benefit to us will be...""","Sanae","Endings","Unconnected_Marketeers"
"Both","""............""","Sanae","Endings","Unconnected_Marketeers"
"Megumu","""Agreed.""","Sanae","Endings","Unconnected_Marketeers"
"Kanako","""Then, it's settled.""","Sanae","Endings","Unconnected_Marketeers"
"Byakuren","""Really?
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Oh, thank you!""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""Eh? Wooden? This thing?""","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""It does feel kind of woody, but...""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""A circular storehouse? It must've been ahead of its time.""","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","""Eh? Circular?
","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","No, just a plain, simple storehouse. Is it already old-fashioned?""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Eh?""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""Eh?""","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","""Eh? Did I say something odd?""","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Hmm, I guess not all youkai are bad.
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","I don't want to think of them as being the same as gods, though.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""You see, humans live in constant fear of youkai.
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","So, we can't have someone like you just running amok.
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","By the way, how can I get back to my world?""
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""You're gonna help out, too.""","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Well, uh, I'm not that good at manual labor...""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""Wow, this flying ship sure is nice.""","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","""You don't surprise easily, do you?""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""Well, what's a UFO or two nowadays?""","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","""UFO?""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""Things like this are called UFOs.
","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","At least, where we come from.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","""I see.""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""It means `unidentified flying object.??""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""So, I know what this ship is, but what were the tiny UFOs?""","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","""Tiny UFOs... Unidentified flying objects?
","Sanae","Endings","Undefined_Fantastic_Object"
"Byakuren","Are you talking about the pieces of the Flying Storehouse?""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""I've got one!""","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","""Good job. See, one of these.
","Sanae","Endings","Undefined_Fantastic_Object"
"Suwako","It doesn't look like part of a storehouse to me at all.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""It looks like it was pretty rough.
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","Youkai hunting is a tough job.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Yes, it really was.
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","I started chasing a ship, but before I knew it I'd been
brought to a world I couldn't escape from.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""So, I asked a human there for help and made it home somehow.""","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""Hmmm.
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","So, this is in return for that favor, then?""
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""?`Help Wanted Building Myouren Temple,
Now Seeking Wood & Clay Workers??""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Well, uh, she said she wanted to build a temple, so I thought
it would be nice to help her out.
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","Look, they need people of your and Lady Suwako's talents.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""It's just a lot to ask in return for a ride on a ship.""","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""But, I didn't have any way to get home.
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""Well, anyway... Ah, what was her name again?""","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Byakuren. Byakuren Hijiri.""","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""How suspicious.""","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""You said she was sealed underground for a long time, but
the first thing she wants to do is build a temple?""
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","""Hm, that's a good point.
","Sanae","Endings","Undefined_Fantastic_Object"
"Sanae","I was worried about how to get home from Makai, so I forgot.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","""No matter, why don't we help her out, anyway?
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","That will let us size up this Byakuren person.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Kanako","It's shabby now, but it was once part of a wooden storehouse.""
","Sanae","Endings","Undefined_Fantastic_Object"
"Youmu","""I'll get right on it.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Clean this up.""","Youmu","Endings","Ten_Desires"
"Youmu","""...Well, should I check up on Shikaisen? For next time?""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Like I said, I'm just tired of it. Good night.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""What's the deal here?""","Youmu","Endings","Ten_Desires"
"Youmu","""Lady Yuyuko, I've realized something.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Oh, that you haven't been tending to the garden? Just now, really?""","Youmu","Endings","Ten_Desires"
"Youmu","""...Well, uh, um. No, not that.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Then what?""","Youmu","Endings","Ten_Desires"
"Youmu","""The fact that, in truth, I'm a hermit.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Eh?""","Youmu","Endings","Ten_Desires"
"Youmu","""This battle helped me understand. I was a hermit all along.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Oh my, what to do... The spring weather must be affecting Youmu.""","Youmu","Endings","Ten_Desires"
"Youmu","""I'm not lying.
","Youmu","Endings","Ten_Desires"
"Youmu","As proof, I shall fly into the sky.""
","Youmu","Endings","Ten_Desires"
"Yuyuko","""Oh yes, you've surprised even I.""","Youmu","Endings","Ten_Desires"
"Youmu","""It didn't help that my enemy had nothing to do with spirits.
","Youmu","Endings","Ten_Desires"
"Youmu","Not exactly my kind of opponent.
","Youmu","Endings","Ten_Desires"
"Youmu","Maybe I should just stick to the garden...""
","Youmu","Endings","Ten_Desires"
"Yuyuko","""Oh? What's that?
","Youmu","Endings","Ten_Desires"
"Yuyuko","You resurrected a human from 1,400 years ago?
","Youmu","Endings","Ten_Desires"
"Yuyuko","I'm sooo jealous!""
","Youmu","Endings","Ten_Desires"
"Youmu","""Huh? That's your response?""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Yes, it is.
","Youmu","Endings","Ten_Desires"
"Yuyuko","Because they were revived, see? Isn't that wonderful?""
","Youmu","Endings","Ten_Desires"
"Youmu","""Uh, I suppose so.""","Youmu","Endings","Ten_Desires"
"Yuyuko","""So, what kind of magic did they use?""","Youmu","Endings","Ten_Desires"
"Youmu","""It seemed to be something involving dying once and then
being revived as an immortal `Shikaisen? (corpse-free immortal)...""(Specifically, this refers to Taoists that achieved their immortality through practice of Shijie.)
","Youmu","Endings","Ten_Desires"
"Yuyuko","""Shikaisen! I think I'll try that myself!""","Youmu","Endings","Ten_Desires"
"Youmu","""Are you familiar with this method, Lady Yuyuko?""","Youmu","Endings","Ten_Desires"
"Yuyuko","""I'm not, but I'm sure I can do it anyway!""","Youmu","Endings","Ten_Desires"
"Youmu","""Lady Yuyuko, how did the Shikaisen resurrection go?""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Got tired of it.""","Youmu","Endings","Ten_Desires"
"Youmu","""Ah...""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Youmu.""","Youmu","Endings","Ten_Desires"
"Youmu","""Yes?""","Youmu","Endings","Ten_Desires"
"Yuyuko","""Resurrecting yourself sure is hard...""","Youmu","Endings","Ten_Desires"
"Yuyuko","But in terms of struggling for resources, she's an old enemy I need to get rid of.""
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Keiki","""Struggling for resources, huh...?""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","""Is something the matter?""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Keiki","""By 'resources' she means... human spirits.""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","""I-Is that so? How awful...""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Keiki","""See? Don't you agree?""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yachie","""And that's why you don't belong here, Keiki.
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yachie","It's not just the humans. The beast spirits, too. We're all resources.""
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","""Blah blah blah, and so on.""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yuyuko","""Oh, sorry.
I wasn't listening.""
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","""Then I'll start over with my report.
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","Regarding the invasion of beast spirits...""
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yuyuko","""Wow, an evil god in the Animal Realm...?""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","""They came to the surface in order to find people
who could defeat her.""
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yuyuko","""Is that so?
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yuyuko","But isn't it possible that it was also a trick?""
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Youmu","""Eh?""","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yuyuko","""They're famous, you know.
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Yuyuko","Everyone knows the Kiketsu Family is a Yakuza group that casually swindles people.
","Youmu","Endings","Wily_Beast_and_Weakest_Creature"
"Sakuya","""Mistress, let me pour you some fresh tea.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""If only the tea was as red as the moon,
 it'd be so wonderful...""(Black tea is called ""red tea"" in Japanese (??), as well as Chinese.)
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""It's still pleasant, even if it's not as red as the moon.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""...Wait, the moon is red?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""It's so wonderful, though. Why do you suppose it's so red?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Well, the moon only reflects light shone on it.
 What we see is only the light from our hearts,

 but why would that be red?""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Doesn't sound very scientific.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""This is Gensokyo, unscientific is the way things are.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Really? I'll tell you why the moon is red.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""The color of the moon is derived from that light
 which isn't absorbed by it.
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""That's very scientific.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""So, why does the today's moon do this?
 Sakuya, what do you think?""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Well,
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Just tell me what's on your mind.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""I think that tonight's moon is very red...
 That this may be part of the Moon Rabbit's madness...

 And that this time, the battlefield is on the moon.""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Typical Gensokyo.
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Going to the moon...
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Ah, but they were away for centuries. Is the Lunar
 Capital really so bad?
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Well, whatever the case, it's not because of us, Earthlings and youkai.
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"????","""How naive.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""So naive and sweet, like the wasanbon sugar.""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""I am trying to control that.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Truth is, humans have already been to the moon.
 If we just laze around, they'll leave us behind in the dust.""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""But I'm not a devil, am I? Also, really?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Supposedly somebody from the outside world has already landed on the moon.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Who would talk about something so suspicious?
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Hmm...""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Well then.
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Eh? A trip to the moon? What for?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Rabbit hunting.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
